Prefix,Prefix Length,Destination,Traffic Type,Operator,Exact Match Flag
37586,5,,Premium SMS,Afkar Wa Mawaheb TV (AL-Majd),N
37587,5,,Premium SMS,Al-Majd 1,N
37588,5,,Premium SMS,Al-Majd Al-Ilmiya,N
37589,5,,Premium SMS,Al-Majd Atfal,N
37590,5,,Premium SMS,Amwaj TV,N
37591,5,,Premium SMS,orfet eltaswq-mosabaq7,N
37592,5,,Premium SMS,Jawaker,N
37593,5,,Premium SMS,Unknown,N
37595,5,,Premium SMS,Millionaire online game,N
37596,5,,Premium SMS,Dr. Mubarak,N
37597,5,,Premium SMS,Dream,N
37598,5,,Premium SMS,Teevna TV,N
37599,5,,Premium SMS,Aasi MBC channel,N
37600,5,,Premium SMS,game team-Mazzika TV CHAT,N
37601,5,,Premium SMS,Al-hafez TV CHAT,N
37602,5,,Premium SMS,AL-nas TV CHAT,N
37603,5,,Premium SMS,Al-seha wal jamal,N
37604,5,,Premium SMS,Makka TV CHAT,N
37605,5,,Premium SMS,Future Radio,N
37606,5,,Premium SMS,Watann TV CHAT,N
37607,5,,Premium SMS,ATC TV CHAT,N
37608,5,,Premium SMS,Arab TV,N
37609,5,,Premium SMS,Jummar TV CHAT,N
37610,5,,Premium SMS,Radio AL-Reef(superlink),N
37611,5,,Premium SMS,Radio Fann,N
37612,5,,Premium SMS,yamama radio,N
37613,5,,Premium SMS,Chat(Control call),N
37614,5,,Premium SMS,Rotan Radio,N
37615,5,,Premium SMS,Mawaly,N
37616,5,,Premium SMS,Al quds master competition,N
37617,5,,Premium SMS,Dream radio/Hadara,N
37618,5,,Premium SMS,MBB2,N
37619,5,,Premium SMS,Super link,N
37620,5,,Premium SMS,Soreef Radio,N
37621,5,,Premium SMS,Farah Radio,N
37622,5,,Premium SMS,MBC TV,N
37623,5,,Premium SMS,Radio Aman,N
37623,5,,Premium SMS,Maan Group,N
37624,5,,Premium SMS,Jericho Radio,N
37625,5,,Premium SMS,AL-Sharq Radio,N
37627,5,,Premium SMS,Terra information tec./MIT,N
37628,5,,Premium SMS,AL-Mahaba Radio,N
37629,5,,Premium SMS,sharjah TV,N
37630,5,,Premium SMS,Unknown,N
37631,5,,Premium SMS,Imsakiyah Competion,N
37632,5,,Premium SMS,Facebock,N
37633,5,,Premium SMS,Unknown,N
37634,5,,Premium SMS,Unknown,N
37635,5,,Premium SMS,SMS2TV - Al-Teb alnabawi,N
37636,5,,Premium SMS,Traffic Ticket,N
37637,5,,Premium SMS,Seba Radio - Jenin,N
37638,5,,Premium SMS,Maan Group,N
37639,5,,Premium SMS,Maan Group,N
37640,5,,Premium SMS,Maan Group,N
37641,5,,Premium SMS,Maan Group,N
37642,5,,Premium SMS,Arab Media (Josat TV),N
37643,5,,Premium SMS,Names of Allah,N
37644,5,,Premium SMS,Quran Meaninigs,N
37645,5,,Premium SMS,Maftee7 al Rizq,N
37646,5,,Premium SMS,Radi Jafra,N
37647,5,,Premium SMS,almanar,N
37648,5,,Premium SMS,Seraj Radio,N
37649,5,,Premium SMS,Radio Dream,N
37650,5,,Premium SMS,Radio Yamama,N
37651,5,,Premium SMS,Al hadaf Radio,N
37652,5,,Premium SMS,Aden TV,N
37653,5,,Premium SMS,Diwan TV,N
37654,5,,Premium SMS,radio sama,N
37655,5,,Premium SMS,MMS deduction for mother day campaign,N
37657,5,,Premium SMS,Mosabaqit Irshed,N
37658,5,,Premium SMS,Al Jazeera mubasher,N
37659,5,,Premium SMS,Al noor TV,N
37660,5,,Premium SMS,radio al fajer al jaded,N
37661,5,,Premium SMS,Amwaj radio,N
37662,5,,Premium SMS,Amwaj TV,N
37663,5,,Premium SMS,Safa TV,N
37664,5,,Premium SMS,Radio al Amal- Gaza,N
37665,5,,Premium SMS,Radio Fann- Amman,N
37666,5,,Premium SMS,Kol Innas,N
37680,5,,Premium SMS,BeeCell Entertainment Services,N
37681,5,,Premium SMS,Ringos,N
37683,5,,Premium SMS,Maan services,N
37684,5,,Premium SMS,Chat,N
37685,5,,Premium SMS,Maan Complaints,N
37686,5,,Premium SMS,mail2sms and sms2mail,N
37687,5,,Premium SMS,Isalmic Services,N
37688,5,,Premium SMS,Chat Service,N
37689,5,,Premium SMS,Wafa News,N
37690,5,,Premium SMS,1000 free sms,N
37691,5,,Premium SMS,Rotana TV,N
37692,5,,Premium SMS,Unknown,N
37696,5,,Premium SMS,Unknown,N
37699,5,,Premium SMS,yooyaland service,N
37700,5,,Premium SMS,Arabia Cell Sports Service,N
37701,5,,Premium SMS,Testing for hulul,N
37703,5,,Premium SMS,Barchaloni services,N
37704,5,,Premium SMS,3la ras- wap push,N
37705,5,,Premium SMS,Yallah Koora,N
37706,5,,Premium SMS,Unknown,N
37707,5,,Premium SMS,Nawadi,N
37708,5,,Premium SMS,Magi farah,N
37709,5,,Premium SMS,Disney,N
37710,5,,Premium SMS,STK_WAP_Settings,N
37711,5,,Premium SMS,BeeCell,N
37712,5,,Premium SMS,Hadara,N
37713,5,,Premium SMS,Downloading application,N
37714,5,,Premium SMS,Wafaa breaking news,N
37715,5,,Premium SMS,AL-Quds News Agency QNN,N
37716,5,,Premium SMS,Body language,N
37717,5,,Premium SMS,MBC PUSH,N
37718,5,,Premium SMS,Al afassy TV,N
37719,5,,Premium SMS,Yuzoo arabia,N
37720,5,,Premium SMS,Super wap,N
37722,5,,Premium SMS,Horoscope matching,N
37723,5,,Premium SMS,Diet,N
37724,5,,Premium SMS,Sport services,N
37725,5,,Premium SMS,Horoscopes,N
37726,5,,Premium SMS,Tips & information services,N
37727,5,,Premium SMS,End of World 2012,N
37728,5,,Premium SMS,Islamic wap push,N
37729,5,,Premium SMS,Sport wap push,N
37730,5,,Premium SMS,Entertainment wap push,N
37731,5,,Premium SMS,Tareek el hedaya,N
37732,5,,Premium SMS,Unknown,N
37733,5,,Premium SMS,El Madh TV,N
37734,5,,Premium SMS,Sport services,N
37735,5,,Premium SMS,Fazlakat and shamiyat,N
37736,5,,Premium SMS,FIT GMS,N
37737,5,,Premium SMS,soccer java game,N
37738,5,,Premium SMS,Request Islamic applications,N
37739,5,,Premium SMS,Request Islamic applications,N
37740,5,,Premium SMS,Request Islamic applications,N
37741,5,,Premium SMS,Getmo Java game,N
37742,5,,Premium SMS,Weather service,N
37743,5,,Premium SMS,Unknown,N
37745,5,,Premium SMS,Liverpool FC,N
37746,5,,Premium SMS,Unknown,N
37747,5,,Premium SMS,Kalema min al qalb- MBC,N
37748,5,,Premium SMS,Melody movies- wap push,N
37749,5,,Premium SMS,Takarub- Java games,N
37750,5,,Premium SMS,Mazadi,N
37752,5,,Premium SMS,off peak BTL offer,N
37753,5,,Premium SMS,Directors use,N
37754,5,,Premium SMS,Cross selling visa card- arab bank,N
37755,5,,Premium SMS,Morror,N
37756,5,,Premium SMS,Hadara call center,N
37757,5,,Premium SMS,SMS Bill,N
37758,5,,Premium SMS,DU Project,N
37759,5,,Premium SMS,Funny,N
37760,5,,Premium SMS,World cup,N
37761,5,,Premium SMS,Unknown,N
37762,5,,Premium SMS,SMS to Tashbeek,N
37763,5,,Premium SMS,Maan complaints,N
37764,5,,Premium SMS,Maan Survey,N
37765,5,,Premium SMS,Call center services,N
37766,5,,Premium SMS,STK_MCB,N
37767,5,,Premium SMS,Thawani Offer,N
37768,5,,Premium SMS,STK_MCN,N
37769,5,,Premium SMS,Manal Al Alem,N
37770,5,,Premium SMS,x- Campaign,N
37771,5,,Premium SMS,Al Asra,N
37772,5,,Premium SMS,sms chat,N
37773,5,,Premium SMS,FaceBook Notification,N
37774,5,,Premium SMS,Thawany Offer,N
37775,5,,Premium SMS,Thawany Offer,N
37776,5,,Premium SMS,Fun Offer,N
37777,5,,Premium SMS,Thawny Only,N
37779,5,,Premium SMS,Facebook application,N
37780,5,,Premium SMS,Discovery Science,N
37781,5,,Premium SMS,AC Milan,N
37782,5,,Premium SMS,Al resalah breaking news,N
37783,5,,Premium SMS,Assafa breaking news,N
37784,5,,Premium SMS,Thawany Offer,N
37785,5,,Premium SMS,Unknown,N
37786,5,,Premium SMS,Unknown,N
37787,5,,Premium SMS,Unknown,N
37788,5,,Premium SMS,Palestine Days,N
37789,5,,Premium SMS,Wezaret al asra,N
37790,5,,Premium SMS,Unknown,N
37791,5,,Premium SMS,Unknown,N
37792,5,,Premium SMS,mbc 3 disney,N
37793,5,,Premium SMS,Call Back Now,N
37794,5,,Premium SMS,Mabrook,N
37795,5,,Premium SMS,Randa bebo Personality,N
37796,5,,Premium SMS,Pull SMS,N
37797,5,,Premium SMS,STK_Collect Call,N
37798,5,,Premium SMS,love meter Randa bebo,N
37799,5,,Premium SMS,Unknown,N
37800,5,,Premium SMS,SIM application Service,N
37801,5,,Premium SMS,Al Rahma TV,N
37802,5,,Premium SMS,Qiethara TV,N
37803,5,,Premium SMS,Al Ahly TV,N
37804,5,,Premium SMS,Infinity TV- Dollarat w Seyarat,N
37805,5,,Premium SMS,Infinity TV- Adeem w jaded,N
37806,5,,Premium SMS,Fakerr w irba7,N
37807,5,,Premium SMS,Mayar TV,N
37809,5,,Premium SMS,Syria Baladna TV,N
37810,5,,Premium SMS,Al muntada TV,N
37811,5,,Premium SMS,Al muntada TV,N
37812,5,,Premium SMS,Al Mihwar TV,N
37813,5,,Premium SMS,Al Hayyat TV,N
37814,5,,Premium SMS,Al Amal TV,N
37815,5,,Premium SMS,7asak nasebak,N
37816,5,,Premium SMS,so2al 3la 6ayer,N
37817,5,,Premium SMS,Wish list- MBC,N
37818,5,,Premium SMS,RBO3,N
37819,5,,Premium SMS,Unknown,N
37820,5,,Premium SMS,DU Project,N
37821,5,,Premium SMS,Facebook Chat Bundle,N
37822,5,,Premium SMS,Fatafeet TV,N
37823,5,,Premium SMS,Daleel palestine,N
37824,5,,Premium SMS,Unknown,N
37825,5,,Premium SMS,Hot Sale,N
37826,5,,Premium SMS,Tahrer TV,N
37827,5,,Premium SMS,Noor Business TV,N
37828,5,,Premium SMS,New star,N
37829,5,,Premium SMS,ABC TV,N
37830,5,,Premium SMS,Al Masdar Alreyade TV,N
37831,5,,Premium SMS,Sawt Tunis TV,N
37832,5,,Premium SMS,Qasem TV,N
37833,5,,Premium SMS,Goerge Wafoos Competition,N
37834,5,,Premium SMS,Awtar TV -,N
37835,5,,Premium SMS,Balsam TV,N
37836,5,,Premium SMS,Al Waha TV,N
37837,5,,Premium SMS,info2cell,N
37838,5,,Premium SMS,Unknown,N
37839,5,,Premium SMS,Unknown,N
37840,5,,Premium SMS,Safa TV,N
37841,5,,Premium SMS,Unknown,N
37842,5,,Premium SMS,Unknown,N
37843,5,,Premium SMS,Unknown,N
37844,5,,Premium SMS,Al Awdeh,N
37845,5,,Premium SMS,3 D TV,N
37846,5,,Premium SMS,Hebron youth club,N
37847,5,,Premium SMS,Boy or Girl,N
37848,5,,Premium SMS,Traffic Ticket,N
37849,5,,Premium SMS,Ramadan Consultations,N
37850,5,,Premium SMS,sawat al ghad competition,N
37852,5,,Premium SMS,Unknown,N
37853,5,,Premium SMS,Spliting Kartak,N
37854,5,,Premium SMS,undertaker offer 1,N
37855,5,,Premium SMS,undertaker offer 2,N
37856,5,,Premium SMS,Ramadan and Eid MMS,N
37857,5,,Premium SMS,Israeli Network,N
37858,5,,Premium SMS,Al Birr,N
37859,5,,Premium SMS,Nas FM,N
37860,5,,Premium SMS,orfet eltaswq-2lan,N
37864,5,,Premium SMS,Quds? press breaking news,N
37865,5,,Premium SMS,On-Off,N
37866,5,,Premium SMS,Unknown,N
37867,5,,Premium SMS,Ahlan Ramadan,N
37877,5,,Premium SMS,Classico,N
37878,5,,Premium SMS,Unknown,N
37881,5,,Premium SMS,Hotspot service,N
37883,5,,Premium SMS,Unknown,N
37884,5,,Premium SMS,Unknown,N
37885,5,,Premium SMS,Unknown,N
37886,5,,Premium SMS,MMS to FaceBook,N
37887,5,,Premium SMS,ROB5,N
37889,5,,Premium SMS,Unknown,N
37890,5,,Premium SMS,Huroof 2012 SMS,N
37891,5,,Premium SMS,Tariq o Hayoona 2012,N
37892,5,,Premium SMS,Ya Halla Bshooji,N
37893,5,,Premium SMS,Huroof online game 2012,N
37894,5,,Premium SMS,Omar TV Show,N
37896,5,,Premium SMS,Unknown,N
37897,5,,Premium SMS,line sport TV,N
37898,5,,Premium SMS,Unknown,N
37899,5,,Premium SMS,London 2012 Olympic Games,N
379,3,,Premium SMS,Unknown,N
37900,5,,Premium SMS,Hadara,N
37901,5,,Premium SMS,Real Madrid,N
37902,5,,Premium SMS,Sport,N
37903,5,,Premium SMS,Love,N
37906,5,,Premium SMS,Songs,N
37911,5,,Premium SMS,entertaiment,N
37915,5,,Premium SMS,Scoop,N
37918,5,,Premium SMS,moktatafat mn el7ya,N
37919,5,,Premium SMS,Unknown,N
37924,5,,Premium SMS,Chinese Horoscope,N
37939,5,,Premium SMS,Islamic Services,N
37951,5,,Premium SMS,Unknown,N
37953,5,,Premium SMS,Jobs,N
37980,5,,Premium SMS,Sada News,N
37981,5,,Premium SMS,Horoscopes,N
37988,5,,Premium SMS,Amwaj TV,N
37998,5,,Premium SMS,RBO3,N
1878,4,,Paltel_comp,Paltel Comp,N
1879,4,,Paltel_comp,Paltel_comp,N
B022,4,,Paltel VSMS,Paltel VSMS,N
B042,4,,Paltel VSMS,Paltel VSMS,N
B082,4,,Paltel VSMS,Paltel VSMS,N
B092,4,,Paltel VSMS,Paltel VSMS,N
970737,8,,Netvision Fixed,NetvisionFixed,N
972737,8,,Netvision Fixed,NetvisionFixed,N
737,4,,Netvision Fixed,Netvision Fixed,N
9721,4,,National,Fixed,N
9726,4,,National,Reserved for future use,N
97220,5,,National,Fixed,N
97221,5,,National,Fixed,N
97223,5,,National,Fixed,N
97224,5,,National,Fixed,N
97240,5,,National,Fixed,N
97241,5,,National,Fixed,N
97243,5,,National,Fixed,N
97244,5,,National,Fixed,N
97245,5,,National,Fixed,N
97246,5,,National,Fixed,N
97247,5,,National,Fixed,N
97248,5,,National,Fixed,N
97249,5,,National,Fixed,N
97251,5,,National,Reserved for Mob,N
97272,5,,National,Fixed - 012 Smile Fixed,N
97276,5,,National,Fixed - BIP Fixed,N
97277,5,,National,Fixed - Hot Fixed,N
97278,5,,National,Fixed - Xphone Local,N
97280,5,,National,Fixed,N
97281,5,,National,Fixed,N
97283,5,,National,Fixed,N
97284,5,,National,Fixed,N
97285,5,,National,Fixed,N
97286,5,,National,Fixed,N
97287,5,,National,Fixed,N
97288,5,,National,Fixed,N
97289,5,,National,Fixed,N
97290,5,,National,Fixed,N
97291,5,,National,Fixed,N
97293,5,,National,Fixed,N
97294,5,,National,Fixed,N
97295,5,,National,Fixed,N
97296,5,,National,Fixed,N
97297,5,,National,Fixed,N
97298,5,,National,Fixed,N
97299,5,,National,Fixed,N
972151,6,,National,Mobile - Voice Mail,N
972153,6,,National,Mobile - Fax Mail,N
972558,6,,National,Mobile - Alon MVNO,N
972733,6,,National,Fixed - Cellcom Fixed,N
972747,6,,National,Fixed - Partner Fixed,N
9721599,7,,National,Mobile - Voice Mail,N
9702,6,,National,BAZEQ,N
9703,6,,National,BAZEQ,N
9704,6,,National,BAZEQ,N
97050,7,,National,PELEPHONE,N
97052,7,,National,Cellcom,N
97053,7,,National,Mirs,N
97054,7,,National,Orange,N
97055,7,,National,Orange,N
9705522,9,,National,Cellcom,N
9705523,9,,National,Cellcom,N
97057,7,,National,Mirs,N
97066,7,,National,Orange,N
97067,7,,National,Orange,N
97073,7,,National,CellcomFixedLines,N
97074,7,,National,Orange Fixed Lines,N
970765,8,,National,Bazeq International,N
9708,6,,National,BAZEQ,N
9709,6,,National,BAZEQ,N
9722,6,,National,BAZEQ,N
9723,6,,National,BAZEQ,N
9724,6,,National,BAZEQ,N
97250,7,,National,PELEPHONE,N
97252,7,,National,Cellcom,N
97253,7,,National,Mirs,N
97254,7,,National,Orange,N
97255,7,,National,Orange,N
9725522,9,,National,Cellcom,N
9725523,9,,National,Cellcom,N
97257,7,,National,Mirs,N
97266,7,,National,Orange,N
97267,7,,National,Orange,N
97273,7,,National,CellcomFixedLine,N
97274,7,,National,Orange Fixed Lines,N
972765,8,,National,Bazeq International,N
9728,6,,National,BAZEQ,N
9729,6,,National,BAZEQ,N
2,2,,National,BAZEQ,N
3,2,,National,BAZEQ,N
4,2,,National,BAZEQ,N
50,3,,National,PELEPHONE,N
52,3,,National,Cellcom,N
53,3,,National,Mirs,N
54,3,,National,Orange,N
55,3,,National,Orange,N
5522,5,,National,Cellcom,N
5523,5,,National,Cellcom,N
57,3,,National,Mirs,N
58,3,,National,Golan,N
66,3,,National,Orange,N
67,3,,National,Orange,N
72,3,,National,Smile Fixed Line,N
73,3,,National,CellcomFixedLines,N
74,3,,National,Orange Fixed Lines,N
76,3,,National,Bazeq International,N
8,2,,National,BAZEQ,N
9,2,,National,BAZEQ,N
B6364,5,,National,Peace line,N
C1122052,9,,National,Cellcom,N
131,3,,Ministry Complaints Line,Ministry Complaints Line,N
139,3,,Ministry Complaints Line,Gaza ministry,N
591204,7,,Free,MCN,N
972591204,9,,Free,MCN,N
C11,3,,Markup,Markup,N
C12,3,,Markup,Markup,N
C13,3,,Markup,Markup,N
C14,3,,Markup,Markup,N
C15,3,,Markup,Markup,N
C16,3,,Markup,Markup,N
C21,3,,Markup,Markup,N
C22,3,,Markup,Markup,N
C23,3,,Markup,Markup,N
C24,3,,Markup,Markup,N
C25,3,,Markup,Markup,N
C26,3,,Markup,Markup,N
97022,7,,Local,PALTEL,N
97025,7,,Local,Jerusalem,N
97026,7,,Local,Jerusalem,N
97027,7,,Local,Jerusalem,N
97028,7,,Local,Jerusalem,N
97029,7,,Local,Jerusalem,N
97042,7,,Local,Jenin,N
97082,7,,Local,Gaza,N
97092,7,,Local,PALTEL,N
97222,7,,Local,PALTEL,N
97225,7,,Local,Jerusalem,N
97226,7,,Local,Jerusalem,N
97227,7,,Local,Jerusalem,N
97228,7,,Local,Jerusalem,N
97229,7,,Local,Jerusalem,N
97242,7,,Local,Jenin,N
97282,7,,Local,Gaza,N
97292,7,,Local,PALTEL,N
22,3,,Local,PALTEL,N
25,3,,Local,Jerusalem,N
26,3,,Local,Jerusalem,N
27,3,,Local,Jerusalem,N
28,3,,Local,Jerusalem,N
29,3,,Local,Jerusalem,N
42,3,,Local,Jenin,N
82,3,,Local,Gaza,N
92,3,,Local,PALTEL,N
107,3,,Local,PALTEL,N
108,3,,Local,PALTEL,N
126,3,,Local,PALTEL,N
177,3,,Local,PALTEL,N
15160,5,,Free,Kartak Free minutes,N
97059,7,,Jawwal,Jawwal,N
97259,7,,Jawwal,Jawwal,N
59,3,,Jawwal,Jawwal,N
1300,4,,Jawwal,Jawwal,N
192,3,,Jawwal,Unknown,N
193,3,,Jawwal,Unknown,N
195,3,,Jawwal,Unknown,N
196,3,,Jawwal,Unknown,N
197,3,,Jawwal,Unknown,N
5,1,,Jawwal,Jawwal,N
59,2,,Jawwal,Jawwal CS3,N
7,1,,Jawwal,Jawwal,N
8,1,,Jawwal,Jawwal,N
9,1,,Jawwal,Jawwal,N
15150,5,,Unknown-T,Unknown,N
15151,5,,Charged,Unknown,N
15152,5,,Charged,Unknown,N
15153,5,,Charged,Unknown,N
15154,5,,Charged,Unknown,N
15155,5,,Charged,Unknown,N
15156,5,,Charged,Unknown,N
15157,5,,Charged,Unknown,N
15158,5,,Charged,Unknown,N
15159,5,,Charged,Unknown,N
1515,4,,Charged,Ring Back Tone,N
15166,5,,Charged,MCB,N
1335,4,,IVR,PC - G2,N
1404,4,,IVR,Islamic Nasheed,N
1405,4,,IVR,PC - G2,N
1406,4,,IVR,PC - G2,N
1407,4,,IVR,Chou bet2oul,N
1408,4,,IVR,PC - G2,N
1409,4,,IVR,ETV- tafseer a7lam program,N
1410,4,,IVR,PC - G2,N
1411,4,,IVR,PC - G2,N
1412,4,,IVR,PC - G2,N
1413,4,,IVR,PC - G2,N
1414,4,,IVR,PC - G1,N
1415,4,,IVR,PC - G1,N
1416,4,,IVR,PC - G2,N
1417,4,,IVR,PC - G2,N
1418,4,,IVR,A1 TV services,N
1419,4,,IVR,PC - G2,N
142,3,,IVR,PC - G2,N
1420,4,,IVR,PC - G2,N
1421,4,,IVR,PC - G2,N
1422,4,,IVR,PC - G2,N
1423,4,,IVR,PC - G2,N
1424,4,,IVR,Nadi Elforosya competition,N
1425,4,,IVR,PC - G2,N
1426,4,,IVR,Fawazeer Ramadan LBC,N
1427,4,,IVR,PC - G2,N
1428,4,,IVR,PC - G2,N
1429,4,,IVR,PC - G2,N
143,3,,IVR,PC - G2,N
1430,4,,IVR,PC - G2,N
1431,4,,IVR,PC - G2,N
1432,4,,IVR,PC - G2,N
1434,4,,IVR,PC - G2,N
1435,4,,IVR,PC - G2,N
1436,4,,IVR,PC - G2,N
1437,4,,IVR,PC - G2,N
1438,4,,IVR,Rkamak 7azzak,N
1439,4,,IVR,PC - G2,N
1450,4,,IVR,PC - G1,N
1451,4,,IVR,PC - G2,N
1452,4,,IVR,PC - G2,N
1453,4,,IVR,PC - G2,N
1454,4,,IVR,PC - G2,N
1455,4,,IVR,PC - G2,N
1456,4,,IVR,PC - G2,N
1457,4,,IVR,PC - G2,N
1458,4,,IVR,PC - G2,N
1459,4,,IVR,PC - G2,N
146,3,,IVR,PC - G2,N
1460,4,,IVR,PC - G2,N
1461,4,,IVR,PC - G2,N
1462,4,,IVR,PC - G2,N
1463,4,,IVR,PC - G2,N
1464,4,,IVR,PC - G2,N
1465,4,,IVR,PC - G2,N
1466,4,,IVR,PC - G2,N
1467,4,,IVR,PC - G2,N
1468,4,,IVR,PC - G2,N
1469,4,,IVR,PC - G2,N
147,3,,IVR,PC - G2,N
1470,4,,IVR,PC - G2,N
1471,4,,IVR,Fawazeer Ramadan LBC,N
1472,4,,IVR,PC - G2,N
1473,4,,IVR,PC - G2,N
1474,4,,IVR,PC - G2,N
1475,4,,IVR,PC - G2,N
1476,4,,IVR,PC - G2,N
1477,4,,IVR,PC - G2,N
1478,4,,IVR,PC - G2,N
1479,4,,IVR,PC - G2,N
1480,4,,IVR,PC - G2,N
1481,4,,IVR,PC - G2,N
1482,4,,IVR,PC - G2,N
1483,4,,IVR,PC - G2,N
1484,4,,IVR,PC - G2,N
1485,4,,IVR,PC - G2,N
1486,4,,IVR,PC - G2,N
1487,4,,IVR,PC - G2,N
1488,4,,IVR,PC - G2,N
1489,4,,IVR,Secret Number competition,N
1490,4,,IVR,PC - G2,N
1491,4,,IVR,PC - G2,N
1492,4,,IVR,all day winners competition,N
1493,4,,IVR,PC - G2,N
1494,4,,IVR,PC - G2,N
1495,4,,IVR,PC - G2,N
1496,4,,IVR,PC - G2,N
1497,4,,IVR,PC - G2,N
1498,4,,IVR,PC - G2,N
1499,4,,IVR,PC - G2,N
17808,5,,IVR,audio telecom,N
17820,5,,IVR,Sandooq,N
17822,5,,IVR,SKY Company,N
17825,5,,IVR,Hadarah,N
17826,5,,IVR,Hadarah,N
17827,5,,IVR,Hadarah,N
17828,5,,IVR,Hadarah,N
17829,5,,IVR,Hadarah,N
17830,5,,IVR,Star academy 7,N
17840,5,,IVR,Hadara IVR,N
17841,5,,IVR,IVR service,N
17842,5,,IVR,7oroof w aloof,N
17843,5,,IVR,Ahlan Ramadan,N
17844,5,,IVR,Bejo Show,N
17845,5,,IVR,3azzoz w Mazzoz,N
17846,5,,IVR,Universe Company,N
17847,5,,IVR,Universe Company,N
17848,5,,IVR,Universe Company,N
17849,5,,IVR,Universe Company,N
17850,5,,IVR,men ishater,N
17851,5,,IVR,Unknown,N
17888,5,,IVR,audio telecom,N
17890,5,,IVR,Unknown,N
17898,5,,IVR,Unknown,N
17899,5,,IVR,Unknown,N
19001,5,,IVR,PC - G3 AudioText,N
19002,5,,IVR,PC - G3 AudioText,N
19003,5,,IVR,PC - G3 AudioText,N
19004,5,,IVR,PC - G3 AudioText,N
19005,5,,IVR,Al-3oloum al Tatbeqya,N
19006,5,,IVR,PC - G3 AudioText,N
19007,5,,IVR,PC - G3 AudioText,N
19008,5,,IVR,Gulf_Radio One,N
1901,4,,IVR,PC - G3 AudioText,N
19010,5,,IVR,PC-G3 Audio text,N
19011,5,,IVR,Unknown,N
19012,5,,IVR,Unknown,N
19013,5,,IVR,PC - G3 AudioText,N
19014,5,,IVR,PC - G3 AudioText,N
19015,5,,IVR,PC - G3 AudioText,N
19016,5,,IVR,PC - G3 AudioText,N
19017,5,,IVR,PC - G3 AudioText,N
19018,5,,IVR,PC-G3 Audio text,N
19019,5,,IVR,PC - G3 AudioText,N
19020,5,,IVR,PC - G3 AudioText,N
19021,5,,IVR,PC - G3 AudioText,N
19023,5,,IVR,PC - G3 AudioText,N
19024,5,,IVR,PC - G3 AudioText,N
19025,5,,IVR,PC - G3 AudioText,N
19026,5,,IVR,PC - G3 AudioText,N
19027,5,,IVR,PC - G3 AudioText,N
19028,5,,IVR,PC - G3 AudioText,N
19029,5,,IVR,PC - G3 AudioText,N
1903,4,,IVR,PC - G3 AudioText,N
19030,5,,IVR,PC - G3 AudioText,N
19031,5,,IVR,PC - G3 AudioText,N
19032,5,,IVR,PC - G3 AudioText,N
19033,5,,IVR,PC - G3 AudioText,N
19034,5,,IVR,PC-G3 Audio text,N
19035,5,,IVR,PC - G3 AudioText,N
19036,5,,IVR,PC-G3 Audio text,N
19037,5,,IVR,Artek-Radio Al Hayah,N
19038,5,,IVR,Master Media,N
19039,5,,IVR,PC - G3 AudioText,N
19040,5,,IVR,Unknown,N
19041,5,,IVR,Radio Amman,N
19042,5,,IVR,PC - G3 AudioText,N
19044,5,,IVR,PC - G3 AudioText,N
19045,5,,IVR,PC - G3 AudioText,N
19046,5,,IVR,PC - G3 AudioText,N
19047,5,,IVR,PC - G3 AudioText,N
19048,5,,IVR,PC - G3 AudioText,N
19049,5,,IVR,PC - G3 AudioText,N
1905,4,,IVR,PC - G3 AudioText,N
19050,5,,IVR,PC - G3 AudioText,N
19051,5,,IVR,PC - G3 AudioText,N
19053,5,,IVR,PC - G3 AudioText,N
19054,5,,IVR,Jafra Company,N
19055,5,,IVR,PC - G3 AudioText,N
19056,5,,IVR,PC - G3 AudioText,N
19057,5,,IVR,A7la FM,N
19058,5,,IVR,PC - G3 AudioText,N
19059,5,,IVR,Etha3it Sawt ilwatan,N
1906,4,,IVR,PC - G3 AudioText,N
19060,5,,IVR,PC - G3 AudioText,N
19061,5,,IVR,PC - G3 AudioText,N
19062,5,,IVR,PC - G3 AudioText,N
19063,5,,IVR,PC - G3 AudioText,N
19064,5,,IVR,PC - G3 AudioText,N
19065,5,,IVR,PC - G3 AudioText,N
19066,5,,IVR,PC - G3 AudioText,N
19067,5,,IVR,PC - G3 AudioText,N
19069,5,,IVR,PC - G3 AudioText,N
19070,5,,IVR,PC - G3 AudioText,N
19071,5,,IVR,PC - G3 AudioText,N
19073,5,,IVR,PC - G3 AudioText,N
19075,5,,IVR,PC - G3 AudioText,N
19076,5,,IVR,PC - G3 AudioText,N
19077,5,,IVR,PC - G3 AudioText,N
19078,5,,IVR,Audio text,N
19079,5,,IVR,PC - G3 AudioText,N
19080,5,,IVR,PC - G3 AudioText,N
19081,5,,IVR,PC - G3 AudioText,N
19084,5,,IVR,PC - G3 AudioText,N
19085,5,,IVR,PC - G3 AudioText,N
19087,5,,IVR,PC - G3 AudioText,N
19088,5,,IVR,PC - G3 AudioText,N
19089,5,,IVR,PC - G3 AudioText,N
19090,5,,IVR,PC - G3 AudioText,N
19091,5,,IVR,PC - G3 AudioText,N
19092,5,,IVR,PC - G3 AudioText,N
19093,5,,IVR,Unknown,N
19094,5,,IVR,PC - G3 AudioText,N
19095,5,,IVR,PC - G3 AudioText,N
19098,5,,IVR,PC - G3 AudioText,N
